Retailer;Retailer ID;Date;Month;Region;State;Beverage Brand;Category;Price per Unit;Units Sold;Week Number;days of week;Sugar/No sugar;POPULATION DENSITY;WEATHER°C
BevCo;1197831;02/04/2022;1;South;Alabama;Coca-Cola;Soda;$0.20 ;6.5;14;Thursday;Sugar;99;12.1
BevCo;1197831;02/04/2022;1;South;Alabama;Diet Coke;Soda;$0.20 ;6.5;14;Friday;No Sugar;99;30.3
BevCo;1197831;02/04/2022;1;South;Alabama;Sprite;Soda;$0.15 ;4.75;14;Saturday;Sugar;99;33.21
BevCo;1197831;02/04/2022;1;South;Alabama;Fanta;Soda;$0.20 ;3.75;14;Sunday;Sugar;99;18.08
BevCo;1197831;02/04/2022;1;South;Alabama;Powerade;Sports Drink;$0.25 ;2.75;14;Monday;Sugar;99;35.55
BevCo;1197831;02/04/2022;1;South;Alabama;Dasani Water;Water;$0.20 ;5.5;14;Tuesday;No Sugar;99;28.83
BevCo;1197831;02/05/2022;1;South;Alabama;Coca-Cola;Soda;$0.10 ;7;19;Wednesday;Sugar;99;23.53
BevCo;1197831;02/05/2022;1;South;Alabama;Diet Coke;Soda;$0.20 ;7.25;19;Thursday;No Sugar;99;34.94
BevCo;1197831;02/05/2022;1;South;Alabama;Sprite;Soda;$0.15 ;5.75;19;Friday;Sugar;99;27.04
BevCo;1197831;02/05/2022;1;South;Alabama;Fanta;Soda;$0.35 ;5;19;Saturday;Sugar;99;17.57
BevCo;1197831;02/05/2022;1;South;Alabama;Powerade;Sports Drink;$0.50 ;4;19;Sunday;Sugar;99;34.85
BevCo;1197831;02/05/2022;1;South;Alabama;Dasani Water;Water;$0.45 ;7.5;19;Monday;No Sugar;99;28.86
BevCo;1197831;01/06/2022;1;South;Alabama;Coca-Cola;Soda;$0.45 ;7.5;23;Tuesday;Sugar;99;38.99
BevCo;1197831;01/06/2022;1;South;Alabama;Diet Coke;Soda;$0.50 ;7.5;23;Wednesday;No Sugar;99;13.0
BevCo;1197831;01/06/2022;1;South;Alabama;Sprite;Soda;$0.45 ;6.5;23;Thursday;Sugar;99;20.86
BevCo;1197831;01/06/2022;1;South;Alabama;Fanta;Soda;$0.45 ;6;23;Friday;Sugar;99;8.01
BevCo;1197831;01/06/2022;1;South;Alabama;Powerade;Sports Drink;$0.50 ;5;23;Saturday;Sugar;99;30.23
BevCo;1197831;01/06/2022;1;South;Alabama;Dasani Water;Water;$0.55 ;8.75;23;Sunday;No Sugar;99;31.98
BevCo;1197831;03/07/2022;1;South;Alabama;Coca-Cola;Soda;$0.45 ;8.25;28;Monday;Sugar;99;27.07
BevCo;1197831;03/07/2022;1;South;Alabama;Diet Coke;Soda;$0.50 ;8.25;28;Tuesday;No Sugar;99;18.83
BevCo;1197831;03/07/2022;1;South;Alabama;Sprite;Soda;$0.45 ;9.75;28;Wednesday;Sugar;99;30.42
BevCo;1197831;03/07/2022;1;South;Alabama;Fanta;Soda;$0.45 ;5.75;28;Thursday;Sugar;99;15.09
BevCo;1197831;03/07/2022;1;South;Alabama;Powerade;Sports Drink;$0.50 ;5.25;28;Friday;Sugar;99;9.01
BevCo;1197831;03/07/2022;1;South;Alabama;Dasani Water;Water;$0.60 ;8;28;Saturday;No Sugar;99;21.45
BevCo;1197831;05/08/2022;1;South;Alabama;Coca-Cola;Soda;$0.40 ;7.5;32;Sunday;Sugar;99;13.67
BevCo;1197831;05/08/2022;1;South;Alabama;Diet Coke;Soda;$0.55 ;7.5;32;Monday;No Sugar;99;38.64
BevCo;1197831;05/08/2022;1;South;Alabama;Sprite;Soda;$0.55 ;9.25;32;Tuesday;Sugar;99;31.43
BevCo;1197831;05/08/2022;1;South;Alabama;Fanta;Soda;$0.50 ;4.25;32;Wednesday;Sugar;99;26.54
BevCo;1197831;05/08/2022;1;South;Alabama;Powerade;Sports Drink;$0.55 ;4.25;32;Thursday;Sugar;99;5.18
BevCo;1197831;05/08/2022;1;South;Alabama;Dasani Water;Water;$0.60 ;6.75;32;Friday;No Sugar;99;35.95
BevCo;1197831;02/09/2022;1;South;Alabama;Coca-Cola;Soda;$0.55 ;6.25;36;Saturday;Sugar;99;33.83
BevCo;1197831;02/09/2022;1;South;Alabama;Diet Coke;Soda;$0.55 ;5.75;36;Sunday;No Sugar;99;20.05
BevCo;1197831;02/09/2022;1;South;Alabama;Sprite;Soda;$0.60 ;6.25;36;Monday;Sugar;99;5.43
BevCo;1197831;02/09/2022;1;South;Alabama;Fanta;Soda;$0.60 ;3.5;36;Tuesday;Sugar;99;12.77
BevCo;1197831;02/09/2022;1;South;Alabama;Powerade;Sports Drink;$0.45 ;3.5;36;Wednesday;Sugar;99;12.53
BevCo;1197831;02/09/2022;1;South;Alabama;Dasani Water;Water;$0.40 ;5.75;36;Thursday;No Sugar;99;37.06
BevCo;1197831;01/10/2022;1;South;Alabama;Coca-Cola;Soda;$0.30 ;5.25;40;Friday;Sugar;99;31.26
BevCo;1197831;01/10/2022;1;South;Alabama;Diet Coke;Soda;$0.30 ;5.25;40;Saturday;No Sugar;99;25.05
BevCo;1197831;01/10/2022;1;South;Alabama;Sprite;Soda;$0.35 ;4.75;40;Sunday;Sugar;99;33.42
BevCo;1197831;01/10/2022;1;South;Alabama;Fanta;Soda;$0.35 ;3.25;40;Monday;Sugar;99;24.57
BevCo;1197831;01/10/2022;1;South;Alabama;Powerade;Sports Drink;$0.30 ;3;40;Tuesday;Sugar;99;26.17
BevCo;1197831;01/10/2022;1;South;Alabama;Dasani Water;Water;$0.40 ;4.75;40;Wednesday;No Sugar;99;8.75
BevCo;1197831;02/11/2022;1;South;Alabama;Coca-Cola;Soda;$0.20 ;6.25;45;Thursday;Sugar;99;20.9
BevCo;1197831;02/11/2022;1;South;Alabama;Diet Coke;Soda;$0.20 ;6.25;45;Friday;No Sugar;99;14.55
BevCo;1197831;02/11/2022;1;South;Alabama;Sprite;Soda;$0.45 ;5.75;45;Saturday;Sugar;99;14.5
BevCo;1197831;02/11/2022;1;South;Alabama;Fanta;Soda;$0.45 ;4.5;45;Sunday;Sugar;99;31.44
BevCo;1197831;02/11/2022;1;South;Alabama;Powerade;Sports Drink;$0.50 ;4.25;45;Monday;Sugar;99;33.56
BevCo;1197831;02/11/2022;1;South;Alabama;Dasani Water;Water;$0.60 ;6.25;45;Tuesday;No Sugar;99;24.46
BevCo;1197831;01/12/2022;1;South;Alabama;Coca-Cola;Soda;$0.60 ;7.75;49;Wednesday;Sugar;99;20.06
BevCo;1197831;01/12/2022;1;South;Alabama;Diet Coke;Soda;$0.60 ;7.75;49;Thursday;No Sugar;99;24.7
BevCo;1197831;01/12/2022;1;South;Alabama;Sprite;Soda;$0.65 ;7;49;Friday;Sugar;99;22.28
BevCo;1197831;01/12/2022;1;South;Alabama;Fanta;Soda;$0.65 ;5.5;49;Saturday;Sugar;99;39.21
BevCo;1197831;01/12/2022;1;South;Alabama;Powerade;Sports Drink;$0.60 ;5;49;Sunday;Sugar;99;24.46
BevCo;1197831;01/12/2022;1;South;Alabama;Dasani Water;Water;$0.70 ;7.5;49;Monday;No Sugar;99;14.87
Sodapop;1185732;21/01/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.40 ;4.5;4;Tuesday;Sugar;40;35.21
Sodapop;1185732;21/01/2022;1;Northeast;Maine;Diet Coke;Soda;$0.40 ;2.5;4;Wednesday;No Sugar;40;11.28
Sodapop;1185732;21/01/2022;1;Northeast;Maine;Sprite;Soda;$0.30 ;2.5;4;Thursday;Sugar;40;27.35
Sodapop;1185732;21/01/2022;1;Northeast;Maine;Fanta;Soda;$0.35 ;1;4;Friday;Sugar;40;36.99
Sodapop;1185732;21/01/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.50 ;1.5;4;Saturday;Sugar;40;15.56
Sodapop;1185732;21/01/2022;1;Northeast;Maine;Dasani Water;Water;$0.40 ;2.5;4;Sunday;No Sugar;40;36.21
Sodapop;1185732;19/02/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.40 ;5;8;Monday;Sugar;40;14.42
Sodapop;1185732;19/02/2022;1;Northeast;Maine;Diet Coke;Soda;$0.40 ;1.5;8;Tuesday;No Sugar;40;37.8
Sodapop;1185732;19/02/2022;1;Northeast;Maine;Sprite;Soda;$0.30 ;2;8;Wednesday;Sugar;40;16.62
Sodapop;1185732;19/02/2022;1;Northeast;Maine;Fanta;Soda;$0.35 ;750;8;Thursday;Sugar;40;7.54
Sodapop;1185732;19/02/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.50 ;1.5;8;Friday;Sugar;40;14.61
Sodapop;1185732;19/02/2022;1;Northeast;Maine;Dasani Water;Water;$0.40 ;2.5;8;Saturday;No Sugar;40;39.77
Sodapop;1185732;17/03/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.40 ;4.7;12;Sunday;Sugar;40;6.94
Sodapop;1185732;17/03/2022;1;Northeast;Maine;Diet Coke;Soda;$0.40 ;1.75;12;Monday;No Sugar;40;17.36
Sodapop;1185732;17/03/2022;1;Northeast;Maine;Sprite;Soda;$0.30 ;2;12;Tuesday;Sugar;40;21.46
Sodapop;1185732;17/03/2022;1;Northeast;Maine;Fanta;Soda;$0.35 ;500;12;Wednesday;Sugar;40;10.04
Sodapop;1185732;17/03/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.50 ;1;12;Thursday;Sugar;40;24.29
Sodapop;1185732;17/03/2022;1;Northeast;Maine;Dasani Water;Water;$0.40 ;2;12;Friday;No Sugar;40;37.48
Sodapop;1185732;18/04/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.40 ;4.5;17;Saturday;Sugar;40;9.75
Sodapop;1185732;18/04/2022;1;Northeast;Maine;Diet Coke;Soda;$0.40 ;1.5;17;Sunday;No Sugar;40;30.45
Sodapop;1185732;18/04/2022;1;Northeast;Maine;Sprite;Soda;$0.30 ;1.5;17;Monday;Sugar;40;22.17
Sodapop;1185732;18/04/2022;1;Northeast;Maine;Fanta;Soda;$0.35 ;750;17;Tuesday;Sugar;40;26.01
Sodapop;1185732;18/04/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.50 ;750;17;Wednesday;Sugar;40;31.88
Sodapop;1185732;18/04/2022;1;Northeast;Maine;Dasani Water;Water;$0.40 ;2.25;17;Thursday;No Sugar;40;8.53
Sodapop;1185732;17/05/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.55 ;4.95;21;Friday;Sugar;40;37.06
Sodapop;1185732;17/05/2022;1;Northeast;Maine;Diet Coke;Soda;$0.50 ;2;21;Saturday;No Sugar;40;20.91
Sodapop;1185732;17/05/2022;1;Northeast;Maine;Sprite;Soda;$0.45 ;1.75;21;Sunday;Sugar;40;26.97
Sodapop;1185732;17/05/2022;1;Northeast;Maine;Fanta;Soda;$0.45 ;1.25;21;Monday;Sugar;40;10.94
Sodapop;1185732;17/05/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.55 ;1.5;21;Tuesday;Sugar;40;23.54
Sodapop;1185732;17/05/2022;1;Northeast;Maine;Dasani Water;Water;$0.60 ;2.75;21;Wednesday;No Sugar;40;9.45
Sodapop;1185732;19/06/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.55 ;5.25;26;Thursday;Sugar;40;18.48
Sodapop;1185732;19/06/2022;1;Northeast;Maine;Diet Coke;Soda;$0.50 ;2.75;26;Friday;No Sugar;40;13.51
Sodapop;1185732;19/06/2022;1;Northeast;Maine;Sprite;Soda;$0.45 ;2;26;Saturday;Sugar;40;21.44
Sodapop;1185732;19/06/2022;1;Northeast;Maine;Fanta;Soda;$0.45 ;1.75;26;Sunday;Sugar;40;37.0
Sodapop;1185732;19/06/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.55 ;1.75;26;Monday;Sugar;40;38.54
Sodapop;1185732;19/06/2022;1;Northeast;Maine;Dasani Water;Water;$0.60 ;3.25;26;Tuesday;No Sugar;40;26.67
Sodapop;1185732;17/07/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.55 ;5.5;30;Wednesday;Sugar;40;35.16
Sodapop;1185732;17/07/2022;1;Northeast;Maine;Diet Coke;Soda;$0.50 ;3;30;Thursday;No Sugar;40;39.55
Sodapop;1185732;17/07/2022;1;Northeast;Maine;Sprite;Soda;$0.45 ;2.25;30;Friday;Sugar;40;25.27
Sodapop;1185732;17/07/2022;1;Northeast;Maine;Fanta;Soda;$0.45 ;1.75;30;Saturday;Sugar;40;35.02
Sodapop;1185732;17/07/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.55 ;2;30;Sunday;Sugar;40;28.06
Sodapop;1185732;17/07/2022;1;Northeast;Maine;Dasani Water;Water;$0.60 ;3.75;30;Monday;No Sugar;40;8.65
Sodapop;1185732;18/08/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.55 ;5.25;34;Tuesday;Sugar;40;9.39
Sodapop;1185732;18/08/2022;1;Northeast;Maine;Diet Coke;Soda;$0.50 ;3;34;Wednesday;No Sugar;40;39.94
Sodapop;1185732;18/08/2022;1;Northeast;Maine;Sprite;Soda;$0.45 ;2.25;34;Thursday;Sugar;40;26.67
Sodapop;1185732;18/08/2022;1;Northeast;Maine;Fanta;Soda;$0.45 ;1.75;34;Friday;Sugar;40;10.36
Sodapop;1185732;18/08/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.55 ;1.5;34;Saturday;Sugar;40;23.26
Sodapop;1185732;18/08/2022;1;Northeast;Maine;Dasani Water;Water;$0.60 ;3.25;34;Sunday;No Sugar;40;22.63
Sodapop;1185732;17/09/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.55 ;4.5;38;Monday;Sugar;40;23.57
Sodapop;1185732;17/09/2022;1;Northeast;Maine;Diet Coke;Soda;$0.50 ;2.5;38;Tuesday;No Sugar;40;36.57
Sodapop;1185732;17/09/2022;1;Northeast;Maine;Sprite;Soda;$0.45 ;1.5;38;Wednesday;Sugar;40;18.83
Sodapop;1185732;17/09/2022;1;Northeast;Maine;Fanta;Soda;$0.45 ;1.25;38;Thursday;Sugar;40;37.51
Sodapop;1185732;17/09/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.55 ;1.25;38;Friday;Sugar;40;25.75
Sodapop;1185732;17/09/2022;1;Northeast;Maine;Dasani Water;Water;$0.60 ;2.25;38;Saturday;No Sugar;40;12.3
Sodapop;1185732;19/10/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.60 ;4;43;Sunday;Sugar;40;37.66
Sodapop;1185732;19/10/2022;1;Northeast;Maine;Diet Coke;Soda;$0.55 ;2.25;43;Monday;No Sugar;40;11.45
Sodapop;1185732;19/10/2022;1;Northeast;Maine;Sprite;Soda;$0.55 ;1.25;43;Tuesday;Sugar;40;36.78
Sodapop;1185732;19/10/2022;1;Northeast;Maine;Fanta;Soda;$0.55 ;1;43;Wednesday;Sugar;40;23.6
Sodapop;1185732;19/10/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.65 ;1;43;Thursday;Sugar;40;15.81
Sodapop;1185732;19/10/2022;1;Northeast;Maine;Dasani Water;Water;$0.70 ;2.25;43;Friday;No Sugar;40;21.45
Sodapop;1185732;18/11/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.65 ;3.75;47;Saturday;Sugar;40;22.9
Sodapop;1185732;18/11/2022;1;Northeast;Maine;Diet Coke;Soda;$0.55 ;2;47;Sunday;No Sugar;40;18.32
Sodapop;1185732;18/11/2022;1;Northeast;Maine;Sprite;Soda;$0.55 ;1.95;47;Monday;Sugar;40;15.82
Sodapop;1185732;18/11/2022;1;Northeast;Maine;Fanta;Soda;$0.55 ;1.75;47;Tuesday;Sugar;40;37.68
Sodapop;1185732;18/11/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.65 ;1.5;47;Wednesday;Sugar;40;33.56
Sodapop;1185732;18/11/2022;1;Northeast;Maine;Dasani Water;Water;$0.70 ;2.5;47;Thursday;No Sugar;40;26.79
Sodapop;1185732;17/12/2022;1;Northeast;Maine;Coca-Cola;Soda;$0.65 ;4.75;51;Friday;Sugar;40;36.44
Sodapop;1185732;17/12/2022;1;Northeast;Maine;Diet Coke;Soda;$0.55 ;2.75;51;Saturday;No Sugar;40;11.18
Sodapop;1185732;17/12/2022;1;Northeast;Maine;Sprite;Soda;$0.55 ;2.5;51;Sunday;Sugar;40;15.16
Sodapop;1185732;17/12/2022;1;Northeast;Maine;Fanta;Soda;$0.55 ;2;51;Monday;Sugar;40;7.43
Sodapop;1185732;17/12/2022;1;Northeast;Maine;Powerade;Sports Drink;$0.65 ;2;51;Tuesday;Sugar;40;26.99
Sodapop;1185732;17/12/2022;1;Northeast;Maine;Dasani Water;Water;$0.70 ;3;51;Wednesday;No Sugar;40;30.46
Sodapop;1185732;12/01/2022;1;Southeast;Florida;Dasani Water;Water;$0.45 ;6.5;3;Thursday;No Sugar;399.4;39.85
Sodapop;1185732;10/02/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.45 ;9;7;Friday;Sugar;399.4;34.58
Sodapop;1185732;10/02/2022;1;Southeast;Florida;Diet Coke;Soda;$0.45 ;5.5;7;Saturday;No Sugar;399.4;37.25
Sodapop;1185732;10/02/2022;1;Southeast;Florida;Sprite;Soda;$0.35 ;6;7;Sunday;Sugar;399.4;39.38
Sodapop;1185732;10/02/2022;1;Southeast;Florida;Fanta;Soda;$0.40 ;4.75;7;Monday;Sugar;399.4;39.21
Sodapop;1185732;10/02/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.55 ;5.5;7;Tuesday;Sugar;399.4;33.57
Sodapop;1185732;10/02/2022;1;Southeast;Florida;Dasani Water;Water;$0.45 ;6.5;7;Wednesday;No Sugar;399.4;28.03
Sodapop;1185732;08/03/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.45 ;8.7;11;Thursday;Sugar;399.4;35.76
Sodapop;1185732;08/03/2022;1;Southeast;Florida;Diet Coke;Soda;$0.45 ;5.5;11;Friday;No Sugar;399.4;38.6
Sodapop;1185732;08/03/2022;1;Southeast;Florida;Sprite;Soda;$0.35 ;5.75;11;Saturday;Sugar;399.4;36.38
Sodapop;1185732;08/03/2022;1;Southeast;Florida;Fanta;Soda;$0.40 ;4.25;11;Sunday;Sugar;399.4;28.09
Sodapop;1185732;08/03/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.55 ;4.75;11;Monday;Sugar;399.4;37.4
Sodapop;1185732;08/03/2022;1;Southeast;Florida;Dasani Water;Water;$0.45 ;5.75;11;Tuesday;No Sugar;399.4;24.67
Sodapop;1185732;09/04/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.45 ;8.25;15;Wednesday;Sugar;399.4;21.57
Sodapop;1185732;09/04/2022;1;Southeast;Florida;Diet Coke;Soda;$0.45 ;5.25;15;Thursday;No Sugar;399.4;24.36
Sodapop;1185732;09/04/2022;1;Southeast;Florida;Sprite;Soda;$0.35 ;5.25;15;Friday;Sugar;399.4;14.58
Sodapop;1185732;09/04/2022;1;Southeast;Florida;Fanta;Soda;$0.40 ;4.5;15;Saturday;Sugar;399.4;35.17
Sodapop;1185732;09/04/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.55 ;4.75;15;Sunday;Sugar;399.4;18.72
Sodapop;1185732;09/04/2022;1;Southeast;Florida;Dasani Water;Water;$0.45 ;6;15;Monday;No Sugar;399.4;34.48
Sodapop;1185732;08/05/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.55 ;8.7;20;Tuesday;Sugar;399.4;20.53
Sodapop;1185732;08/05/2022;1;Southeast;Florida;Diet Coke;Soda;$0.55 ;5.75;20;Wednesday;No Sugar;399.4;23.92
Sodapop;1185732;08/05/2022;1;Southeast;Florida;Sprite;Soda;$0.50 ;5.5;20;Thursday;Sugar;399.4;35.56
Sodapop;1185732;08/05/2022;1;Southeast;Florida;Fanta;Soda;$0.50 ;5;20;Friday;Sugar;399.4;39.76
Sodapop;1185732;08/05/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.60 ;5.25;20;Saturday;Sugar;399.4;28.23
Sodapop;1185732;08/05/2022;1;Southeast;Florida;Dasani Water;Water;$0.65 ;6.25;20;Sunday;No Sugar;399.4;30.22
Sodapop;1185732;10/06/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.60 ;8.75;24;Monday;Sugar;399.4;39.94
Sodapop;1185732;10/06/2022;1;Southeast;Florida;Diet Coke;Soda;$0.55 ;6.25;24;Tuesday;No Sugar;399.4;13.39
Sodapop;1185732;10/06/2022;1;Southeast;Florida;Sprite;Soda;$0.50 ;6;24;Wednesday;Sugar;399.4;24.35
Sodapop;1185732;10/06/2022;1;Southeast;Florida;Fanta;Soda;$0.50 ;5.75;24;Thursday;Sugar;399.4;17.64
Sodapop;1185732;10/06/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.65 ;5.75;24;Friday;Sugar;399.4;26.13
Sodapop;1185732;10/06/2022;1;Southeast;Florida;Dasani Water;Water;$0.70 ;7.25;24;Saturday;No Sugar;399.4;17.68
Sodapop;1185732;08/07/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.65 ;9.5;28;Sunday;Sugar;399.4;35.09
Sodapop;1185732;08/07/2022;1;Southeast;Florida;Diet Coke;Soda;$0.60 ;7;28;Monday;No Sugar;399.4;31.46
Sodapop;1185732;08/07/2022;1;Southeast;Florida;Sprite;Soda;$0.55 ;6.25;28;Tuesday;Sugar;399.4;27.61
Sodapop;1185732;08/07/2022;1;Southeast;Florida;Fanta;Soda;$0.55 ;5.75;28;Wednesday;Sugar;399.4;20.31
Sodapop;1185732;08/07/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.65 ;6;28;Thursday;Sugar;399.4;22.02
Sodapop;1185732;08/07/2022;1;Southeast;Florida;Dasani Water;Water;$0.70 ;7.75;28;Friday;No Sugar;399.4;7.13
Sodapop;1185732;09/08/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.65 ;9.25;33;Saturday;Sugar;399.4;28.22
Sodapop;1185732;09/08/2022;1;Southeast;Florida;Diet Coke;Soda;$0.60 ;7;33;Sunday;No Sugar;399.4;33.67
Sodapop;1185732;09/08/2022;1;Southeast;Florida;Sprite;Soda;$0.55 ;6.25;33;Monday;Sugar;399.4;23.87
Sodapop;1185732;09/08/2022;1;Southeast;Florida;Fanta;Soda;$0.45 ;5.75;33;Tuesday;Sugar;399.4;35.37
Sodapop;1185732;09/08/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.55 ;5.5;33;Wednesday;Sugar;399.4;11.0
Sodapop;1185732;09/08/2022;1;Southeast;Florida;Dasani Water;Water;$0.60 ;7.25;33;Thursday;No Sugar;399.4;38.35
Sodapop;1185732;08/09/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.55 ;8.5;37;Friday;Sugar;399.4;30.88
Sodapop;1185732;08/09/2022;1;Southeast;Florida;Diet Coke;Soda;$0.50 ;6.5;37;Saturday;No Sugar;399.4;16.32
Sodapop;1185732;08/09/2022;1;Southeast;Florida;Sprite;Soda;$0.45 ;5.5;37;Sunday;Sugar;399.4;31.67
Sodapop;1185732;08/09/2022;1;Southeast;Florida;Fanta;Soda;$0.45 ;5.25;37;Monday;Sugar;399.4;13.3
Sodapop;1185732;08/09/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.55 ;5.25;37;Tuesday;Sugar;399.4;10.41
Sodapop;1185732;08/09/2022;1;Southeast;Florida;Dasani Water;Water;$0.60 ;6.25;37;Wednesday;No Sugar;399.4;11.42
Sodapop;1185732;10/10/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.60 ;8;42;Thursday;Sugar;399.4;39.73
Sodapop;1185732;10/10/2022;1;Southeast;Florida;Diet Coke;Soda;$0.50 ;6.25;42;Friday;No Sugar;399.4;9.69
Sodapop;1185732;10/10/2022;1;Southeast;Florida;Sprite;Soda;$0.50 ;5.25;42;Saturday;Sugar;399.4;22.34
Sodapop;1185732;10/10/2022;1;Southeast;Florida;Fanta;Soda;$0.50 ;5;42;Sunday;Sugar;399.4;38.43
Sodapop;1185732;10/10/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.60 ;5;42;Monday;Sugar;399.4;34.18
Sodapop;1185732;10/10/2022;1;Southeast;Florida;Dasani Water;Water;$0.65 ;6.25;42;Tuesday;No Sugar;399.4;24.97
Sodapop;1185732;09/11/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.60 ;7.75;46;Wednesday;Sugar;399.4;24.69
Sodapop;1185732;09/11/2022;1;Southeast;Florida;Diet Coke;Soda;$0.50 ;6;46;Thursday;No Sugar;399.4;20.0
Sodapop;1185732;09/11/2022;1;Southeast;Florida;Sprite;Soda;$0.50 ;5.45;46;Friday;Sugar;399.4;28.91
Sodapop;1185732;09/11/2022;1;Southeast;Florida;Fanta;Soda;$0.50 ;5.75;46;Saturday;Sugar;399.4;12.11
Sodapop;1185732;09/11/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.65 ;5.5;46;Sunday;Sugar;399.4;37.86
Sodapop;1185732;09/11/2022;1;Southeast;Florida;Dasani Water;Water;$0.70 ;6.5;46;Monday;No Sugar;399.4;31.74
Sodapop;1185732;08/12/2022;1;Southeast;Florida;Coca-Cola;Soda;$0.65 ;8.75;50;Tuesday;Sugar;399.4;24.18
Sodapop;1185732;08/12/2022;1;Southeast;Florida;Diet Coke;Soda;$0.55 ;6.75;50;Wednesday;No Sugar;399.4;11.87
Sodapop;1185732;08/12/2022;1;Southeast;Florida;Sprite;Soda;$0.55 ;6.25;50;Thursday;Sugar;399.4;17.64
Sodapop;1185732;08/12/2022;1;Southeast;Florida;Fanta;Soda;$0.55 ;5.75;50;Friday;Sugar;399.4;22.82
Sodapop;1185732;08/12/2022;1;Southeast;Florida;Powerade;Sports Drink;$0.65 ;5.75;50;Saturday;Sugar;399.4;22.84
Sodapop;1185732;08/12/2022;1;Southeast;Florida;Dasani Water;Water;$0.70 ;6.75;50;Sunday;No Sugar;399.4;25.01
Sodapop;1185732;14/01/2022;1;Northeast;New York;Coca-Cola;Soda;$0.40 ;8;3;Monday;Sugar;427.9;25.24
Sodapop;1185732;14/01/2022;1;Northeast;New York;Diet Coke;Soda;$0.40 ;6;3;Tuesday;No Sugar;427.10;13.44
Sodapop;1185732;14/01/2022;1;Northeast;New York;Sprite;Soda;$0.30 ;6;3;Wednesday;Sugar;427.11;31.31
Sodapop;1185732;14/01/2022;1;Northeast;New York;Fanta;Soda;$0.35 ;4.5;3;Thursday;Sugar;427.12;16.88
Sodapop;1185732;14/01/2022;1;Northeast;New York;Powerade;Sports Drink;$0.50 ;5;3;Friday;Sugar;427.13;39.56
Sodapop;1185732;14/01/2022;1;Northeast;New York;Dasani Water;Water;$0.40 ;6;3;Saturday;No Sugar;427.14;34.66
Sodapop;1185732;12/02/2022;1;Northeast;New York;Coca-Cola;Soda;$0.40 ;8.5;7;Sunday;Sugar;427.15;32.0
Sodapop;1185732;12/02/2022;1;Northeast;New York;Diet Coke;Soda;$0.40 ;5;7;Monday;No Sugar;427.16;11.98
Sodapop;1185732;12/02/2022;1;Northeast;New York;Sprite;Soda;$0.30 ;5.5;7;Tuesday;Sugar;427.17;27.75
Sodapop;1185732;12/02/2022;1;Northeast;New York;Fanta;Soda;$0.35 ;4.25;7;Wednesday;Sugar;427.18;25.2
Sodapop;1185732;12/02/2022;1;Northeast;New York;Powerade;Sports Drink;$0.50 ;5;7;Thursday;Sugar;427.19;8.09
Sodapop;1185732;12/02/2022;1;Northeast;New York;Dasani Water;Water;$0.40 ;6;7;Friday;No Sugar;427.20;14.58
Sodapop;1185732;10/03/2022;1;Northeast;New York;Coca-Cola;Soda;$0.40 ;8.2;11;Saturday;Sugar;427.21;30.65
